gene,celltype,driver_score,evidence_count,n_trajectories,gene_category,DREM_score,dynamic_score,rank
VTI1A,CD4+ T,0.001064,1,3,other,0.0,0.0027,409
MAPK14,CD4+ T,0.001062,1,3,other,0.0,0.0027,410
FTL,CD4+ T,0.001053,1,3,other,0.0,0.0026,411
ASAP1,CD4+ T,0.001041,1,3,other,0.0,0.0026,412
CNST,CD4+ T,0.001039,1,3,other,0.0,0.0026,413
MYB,CD4+ T,0.001037,1,3,tf,0.0,0.002,414
ELF2,CD4+ T,0.001029,1,3,other,0.0,0.0026,415
SIL1,CD4+ T,0.001024,1,3,other,0.0,0.0026,416
FBXL20,CD4+ T,0.001019,1,3,other,0.0,0.0025,417
NSD2,CD4+ T,0.001014,1,3,other,0.0,0.0025,418
STON2,CD4+ T,0.001012,1,3,other,0.0,0.0025,419
NDUFAF6,CD4+ T,0.001011,1,3,other,0.0,0.0025,420
GMDS,CD4+ T,0.001008,1,3,other,0.0,0.0025,421
MEIS1,CD4+ T,0.001,1,3,tf,0.0,0.0019,422
ZCCHC7,CD4+ T,0.000995,1,3,other,0.0,0.0025,423
THRB,CD4+ T,0.000991,1,3,other,0.0,0.0025,424
NCOA2,CD4+ T,0.000985,1,3,other,0.0,0.0025,425
ERG,CD4+ T,0.000977,1,3,tf,0.0,0.0019,426
PKIG,CD4+ T,0.000976,1,3,other,0.0,0.0024,427
PLEK,CD4+ T,0.000976,1,3,other,0.0,0.0024,428
EHBP1,CD4+ T,0.000957,1,3,other,0.0,0.0024,429
SNHG32,CD4+ T,0.000927,1,3,other,0.0,0.0023,430
BLVRB,CD4+ T,0.00092,1,3,other,0.0,0.0023,431
QKI,CD4+ T,0.000915,1,3,other,0.0,0.0023,432
CRIP1,CD4+ T,0.000912,1,3,other,0.0,0.0023,433
TM7SF3,CD4+ T,0.000876,1,3,other,0.0,0.0022,434
NDUFAF8,CD4+ T,0.000861,1,3,other,0.0,0.0022,435
PCNA,CD4+ T,0.000854,1,3,other,0.0,0.0021,436
SINHCAF,CD4+ T,0.000854,1,3,other,0.0,0.0021,437
XRCC4,CD4+ T,0.000853,1,3,other,0.0014,0.0,438
DEFA3,CD4+ T,0.000852,1,3,other,0.0,0.0021,439
CDC42BPA,CD4+ T,0.000848,1,3,other,0.0,0.0021,440
TOP2B,CD4+ T,0.000846,1,3,other,0.0,0.0021,441
NT5C2,CD4+ T,0.000841,1,3,other,0.0,0.0021,442
DOCK8,CD4+ T,0.00084,1,3,other,0.0,0.0021,443
TEC,CD4+ T,0.000829,1,3,other,0.0,0.0021,444
RFX3,CD4+ T,0.000828,1,3,other,0.0,0.0021,445
PKD2,CD4+ T,0.000826,1,3,other,0.0,0.0021,446
MIR181A1HG,CD4+ T,0.000826,1,3,other,0.0,0.0021,447
SEPTIN11,CD4+ T,0.000819,1,3,other,0.0,0.002,448
RALGAPA2,CD4+ T,0.000819,1,3,other,0.0,0.002,449
PSMA2,CD4+ T,0.000818,1,3,other,0.0,0.002,450
CTDSPL,CD4+ T,0.0008,1,3,other,0.0,0.002,451
CCDC88A,CD4+ T,0.000795,1,3,other,0.0,0.002,452
TMEM164,CD4+ T,0.000791,1,3,other,0.0,0.002,453
WRN,CD4+ T,0.000784,1,3,other,0.0,0.002,454
RREB1,CD4+ T,0.000776,1,3,other,0.0,0.0019,455
VMP1,CD4+ T,0.000776,1,3,other,0.0,0.0019,456
TTTY14,CD4+ T,0.000771,1,3,other,0.0,0.0019,457
